# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 29 01:07:31 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_jmagstr in [8.5,9])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-1789 b,TOI-1789,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.20868893,0.00002424,-0.00002424,0,,,,,16.855,3.082,-3.082,0,1.504,0.275,-0.275,0,,,,,,,,,,,,,0.258483,0.005287,-0.005287,0,2.2421329,0.0413397,-0.0413397,0,,5971.40,110.40,-110.40,0,2.26,0.10,-0.10,0,,,,,,,,,,,,,,3.77,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h30m58.42s,142.7434060,+26d32m23.98s,26.5399951,229.0670000,2.3880000,-2.3400000,8.6720000,0.0240000,-0.0240000,9.5843900,0.0002980,-0.0002980
HAT-P-60 b,HAT-P-60,0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,4.79479250,0.00000900,-0.00000900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h53m07.82s,28.2825719,+52d03m14.12s,52.0539209,233.2200000,2.6870000,-2.6270000,8.6770000,0.0520000,-0.0520000,9.5635500,0.0003370,-0.0003370
HAT-P-60 b,HAT-P-60,1,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,4.79478130,0.00000240,-0.00000240,0,0.062770,0.000170,-0.000170,0,18.282,0.269,-0.269,0,1.631,0.024,-0.024,0,182.43351,12.07748,-12.07748,0,0.16400,0.01300,-0.01300,0,0.250000,,,1,,,,,5.0350000,0.0360000,-0.0360000,0,,6212.00,26.00,-26.00,0,2.20,0.03,-0.02,0,1.44,0.01,-0.01,0,0.037,0.037,-0.037,0,[Fe/H],0.809,0.011,-0.012,0,3.91,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h53m07.82s,28.2825719,+52d03m14.12s,52.0539209,233.2200000,2.6870000,-2.6270000,8.6770000,0.0520000,-0.0520000,9.5635500,0.0003370,-0.0003370
HAT-P-60 b,HAT-P-60,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.79477290,0.00001940,-0.00001940,0,,,,,18.556,0.875,-0.875,0,1.656,0.078,-0.078,0,,,,,,,,,,,,,0.681000,0.018824,-0.018824,0,4.7740000,0.1280000,-0.1280000,0,,6333.00,152.20,-152.20,0,2.18,0.10,-0.10,0,,,,,,,,,,,,,,3.86,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h53m07.82s,28.2825719,+52d03m14.12s,52.0539209,233.2200000,2.6870000,-2.6270000,8.6770000,0.0520000,-0.0520000,9.5635500,0.0003370,-0.0003370
V1298 Tau b,V1298 Tau,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..232S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2022</a>,24.13990000,0.00150000,-0.00150000,0,0.171900,0.002700,-0.002700,0,9.729,0.628,-0.628,0,0.868,0.056,-0.056,0,203.41018,60.38740,-60.38740,0,1.20000,0.45000,-0.45000,0,0.134000,0.075000,-0.075000,0,,,,,,,,,K1,5050.00,100.00,-100.00,0,1.28,0.07,-0.07,0,1.17,0.06,-0.06,0,0.100,0.150,-0.150,0,[Fe/H],-0.020,0.018,-0.019,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau b,V1298 Tau,0,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...79D/abstract target=ref>David et al. 2019</a>,24.13861000,0.00102000,-0.00090000,0,0.168700,0.002500,-0.002600,0,10.220,0.550,-0.590,0,0.911,0.049,-0.053,0,,,,,,,,,0.112000,0.133000,-0.083000,0,0.500000,,,0,6.4200000,0.0710000,-0.0550000,0,K0,4970.00,120.00,-120.00,0,1.31,0.05,-0.06,0,1.10,0.05,-0.05,0,,,,,,-0.030,0.020,-0.021,0,4.25,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau b,V1298 Tau,0,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...925L...2F/abstract target=ref>Feinstein et al. 2022</a>,24.13150000,0.00330000,-0.00340000,0,,,,,9.530,0.320,-0.320,0,0.850,0.030,-0.030,0,,,,,,,,,,,,,,,,,6.4200000,0.6600000,-0.6100000,0,,,,,,1.33,0.04,-0.03,0,1.09,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau b,V1298 Tau,1,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,24.13960000,0.00180000,-0.00180000,0,0.168800,0.002600,-0.002600,0,10.270,0.580,-0.530,0,0.916,0.052,-0.047,0,,,,,,,,,0.290000,,,1,,,,,6.4200000,0.1300000,-0.1300000,0,,,,,,1.34,0.06,-0.05,0,1.10,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau b,V1298 Tau,0,<a refstr=JOHNSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..247J/abstract target=ref>Johnson et al. 2022</a>,24.14134100,0.00002300,-0.00002300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.02,-0.02,0,1.14,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau c,V1298 Tau,0,<a refstr=FEINSTEIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..213F/abstract target=ref>Feinstein et al. 2021</a>,8.24959000,0.00022000,-0.00018000,0,,,,,,,,,,,,,,,,,,,,,0.100000,0.030000,-0.040000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau c,V1298 Tau,1,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,8.24958000,0.00072000,-0.00072000,0,0.082500,0.001300,-0.001300,0,5.590,0.360,-0.320,0,0.499,0.032,-0.029,0,,,,,,,,,0.430000,,,1,,,,,4.6600000,0.1200000,-0.1200000,0,,,,,,1.34,0.06,-0.05,0,1.10,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau c,V1298 Tau,0,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...925L...2F/abstract target=ref>Feinstein et al. 2022</a>,8.24380000,0.00240000,-0.00200000,0,,,,,5.050,0.140,-0.140,0,0.450,0.010,-0.010,0,,,,,,,,,,,,,,,,,4.6600000,0.4900000,-0.4300000,0,,,,,,1.33,0.04,-0.03,0,1.09,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau c,V1298 Tau,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..232S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2022</a>,8.24892000,0.00083000,-0.00083000,0,0.084100,0.001300,-0.001300,0,5.156,0.381,-0.381,0,0.460,0.034,-0.034,0,76.27882,,,1,3.50000,,,1,0.300000,,,1,,,,,,,,,K1,5050.00,100.00,-100.00,0,1.28,0.07,-0.07,0,1.17,0.06,-0.06,0,0.100,0.150,-0.150,0,[Fe/H],-0.020,0.018,-0.019,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau d,V1298 Tau,1,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,12.40320000,0.00150000,-0.00150000,0,0.108300,0.001700,-0.001700,0,6.410,0.450,-0.400,0,0.572,0.040,-0.035,0,,,,,,,,,0.210000,,,1,,,,,5.5900000,0.1300000,-0.1300000,0,,,,,,1.34,0.06,-0.05,0,1.10,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau d,V1298 Tau,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..232S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2022</a>,12.40580000,0.00180000,-0.00180000,0,0.110300,0.001700,-0.001700,0,6.434,0.460,-0.460,0,0.574,0.041,-0.041,0,98.52681,,,1,2.40000,,,1,0.200000,,,1,,,,,,,,,K1,5050.00,100.00,-100.00,0,1.28,0.07,-0.07,0,1.17,0.06,-0.06,0,0.100,0.150,-0.150,0,[Fe/H],-0.020,0.018,-0.019,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau d,V1298 Tau,0,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...925L...2F/abstract target=ref>Feinstein et al. 2022</a>,12.39600000,0.00190000,-0.00200000,0,,,,,6.130,0.280,-0.280,0,0.550,0.030,-0.030,0,,,,,,,,,,,,,,,,,5.5900000,0.5700000,-0.5300000,0,,,,,,1.33,0.04,-0.03,0,1.09,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau e,V1298 Tau,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..232S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2022</a>,40.20000000,1.00000000,-1.00000000,0,0.240900,0.008300,-0.008300,0,8.239,0.807,-0.807,0,0.735,0.072,-0.072,0,368.68095,95.34852,-95.34852,0,3.60000,1.60000,-1.60000,0,0.100000,0.091000,-0.091000,0,,,,,,,,,K1,5050.00,100.00,-100.00,0,1.28,0.07,-0.07,0,1.17,0.06,-0.06,0,0.100,0.150,-0.150,0,[Fe/H],-0.020,0.018,-0.019,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau e,V1298 Tau,0,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...925L...2F/abstract target=ref>Feinstein et al. 2022</a>,44.16990000,,,0,,,,,9.940,0.390,-0.390,0,0.890,0.040,-0.040,0,,,,,,,,,,,,,,,,,7.4400000,0.7900000,-0.7100000,0,,,,,,1.33,0.04,-0.03,0,1.09,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
V1298 Tau e,V1298 Tau,1,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,60.00000000,60.00000000,-18.00000000,0,0.308000,0.182000,-0.066000,0,8.740,0.840,-0.720,0,0.780,0.075,-0.064,0,,,,,,,,,0.570000,,,1,,,,,7.4500000,0.3200000,-0.2500000,0,,,,,,1.34,0.06,-0.05,0,1.10,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000,10.0702000,0.0006820,-0.0006820
GJ 3929 b,GJ 3929,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.61627687,0.00011333,-0.00011333,0,,,,,1.097,1.105,-1.105,0,0.098,0.099,-0.099,0,,,,,,,,,,,,,0.112060,0.009002,-0.009002,0,1.1348930,0.3921926,-0.3921926,0,,3352.00,157.00,-157.00,0,0.33,0.01,-0.01,0,,,,,,,,,,,,,,4.90,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,0.0096000,-0.0095000,8.6940000,0.0240000,-0.0240000,11.5109000,0.0006810,-0.0006810
GJ 3929 b,GJ 3929,1,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,2.61623500,0.00000500,-0.00000500,0,0.025200,0.000500,-0.000500,0,1.090,0.040,-0.040,0,0.097,0.004,-0.004,0,1.75000,0.44000,-0.45000,0,7.30000,2.00000,-2.00000,0,0.000000,,,0,,,,,1.1900000,0.0200000,-0.0200000,0,,3384.00,88.00,-88.00,0,0.32,0.01,-0.01,0,0.31,0.03,-0.02,0,-0.020,0.120,-0.120,0,[Fe/H],-1.963,0.019,-0.016,0,4.89,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,0.0096000,-0.0095000,8.6940000,0.0240000,-0.0240000,11.5109000,0.0006810,-0.0006810
GJ 3929 b,GJ 3929,0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,2.61627450,0.00000290,-0.00000300,0,0.025690,0.000880,-0.000880,0,1.150,0.040,-0.039,0,0.103,0.004,-0.003,0,1.21000,0.40000,-0.42000,0,4.40000,1.60000,-1.60000,0,,,,,,,,,,,,,M3.5 V,3369.00,51.00,-51.00,0,0.32,0.01,-0.01,0,0.31,0.01,-0.01,0,0.000,0.160,-0.160,0,[Fe/H],-1.937,0.004,-0.004,0,4.84,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,0.0096000,-0.0095000,8.6940000,0.0240000,-0.0240000,11.5109000,0.0006810,-0.0006810
GJ 3929 c,GJ 3929,1,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,15.04000000,0.03000000,-0.03000000,0,0.081000,0.002000,-0.002000,0,,,,,,,,,5.71000,0.94000,-0.94000,0,,,,,0.000000,,,0,,,,,,,,,,3384.00,88.00,-88.00,0,0.32,0.01,-0.01,0,0.31,0.03,-0.02,0,-0.020,0.120,-0.120,0,[Fe/H],-1.963,0.019,-0.016,0,4.89,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,0.0096000,-0.0095000,8.6940000,0.0240000,-0.0240000,11.5109000,0.0006810,-0.0006810
GJ 1252 b,GJ 1252,0,<a refstr=CROSSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220809479C/abstract target=ref>Crossfield et al. 2022</a>,0.51824160,0.00000069,-0.00000069,0,0.009150,0.000150,-0.000150,0,1.180,0.078,-0.078,0,0.105,0.007,-0.007,0,1.32000,0.28000,-0.28000,0,,,,,,,,,,,,,0.7240000,0.0130000,-0.0130000,0,,3458.00,137.00,-137.00,0,0.39,0.02,-0.02,0,0.38,0.02,-0.02,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.3730000,0.0192000,-0.0192000,8.6970000,0.0190000,-0.0190000,11.2364000,0.0008060,-0.0008060
GJ 1252 b,GJ 1252,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.51823846,0.00000456,-0.00000456,0,,,,,1.140,0.710,-0.710,0,0.102,0.063,-0.063,0,,,,,,,,,,,,,0.079726,0.004729,-0.004729,0,0.7499959,0.1788288,-0.1788288,0,,3325.00,102.00,-102.00,0,0.39,0.01,-0.01,0,,,,,,,,,,,,,,4.89,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.3730000,0.0192000,-0.0192000,8.6970000,0.0190000,-0.0190000,11.2364000,0.0008060,-0.0008060
